Conta,Categoria,Count,Usage,Price_USD,Range,Extraido_Utc
Joao,phonenumbers-porting,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,phonenumbers-setups,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,phonenumbers-tollfree,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,premiumsupport,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,premiumsupport-percentage-spend,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,profiles,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,profiles-customer-profile-operations,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,profiles-daily-utilized-profiles,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,programmable-microsoft-operator-connect,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,programmable-microsoft-operator-connect-inbound,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,programmable-microsoft-operator-connect-outbound,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,programmablevoice-platform,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,programmablevoiceconn-clientsdk,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,programmablevoiceconn-clientsdk-inbound,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,programmablevoiceconn-clientsdk-outbound,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,programmablevoiceconn-onnet,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,programmablevoiceconn-onnet-inbound,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,programmablevoiceconn-onnet-outbound,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,programmablevoiceconn-sip,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,programmablevoiceconn-sip-inbound,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,programmablevoiceconn-sip-outbound,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,programmablevoiceconnectivity,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,proxy,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,proxy-active-sessions,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,proxy-bucket-adjustment,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,proxy-licenses,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,pstnconnectivity,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,pstnconnectivity-inbound,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,pstnconnectivity-outbound,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,pv,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,pv-basic-rooms,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,pv-composition-media-downloaded,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,pv-composition-media-encrypted,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,pv-composition-media-stored,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,pv-composition-minutes,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,pv-recording-compositions,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,pv-room-participants,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,pv-room-participants-au1,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,pv-room-participants-br1,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,pv-room-participants-ie1,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,pv-room-participants-jp1,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,pv-room-participants-sg1,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,pv-room-participants-us1,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,pv-room-participants-us2,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,pv-rooms,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,pv-sip-endpoint-registrations,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,rcs-messages,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,reassigned-number,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,recordings,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,recordingstorage,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,shortcodes,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,shortcodes-customerowned,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,shortcodes-mms-enablement,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,shortcodes-mps,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,shortcodes-random,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,shortcodes-setup-fees,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,shortcodes-uk,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,shortcodes-vanity,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,sim-swap-lookups,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,sip-secure-media,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,small-group-rooms,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,small-group-rooms-data-track,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,small-group-rooms-participant-minutes,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,sms-inbound-shortcode,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,sms-messages-features,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,sms-messages-features-engagement-suite,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,sms-messages-features-message-redaction,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,sms-messages-features-senderid,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,sms-mps,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,sms-mps-shortcode,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,sms-mps-tollfree,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,sms-mps-tollfree-setup,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,sms-national-regulatory-protection,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,sms-outbound-content-inspection,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,sms-outbound-longcode,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,sms-outbound-shortcode,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,sms-pumping-protection,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,sms-pumping-risk,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,smsmessages-bucket-adjustments,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,smsmessages-outbound-domestic,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,speech-recognition,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,studio-engagements,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,sync,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,sync-actions,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,sync-endpoint-hours,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,sync-endpoint-hours-above-daily-cap,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,taskrouter-tasks,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,transcriptions,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,trunking-cps,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,trunking-emergency-calls,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,trunking-origination,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,trunking-origination-local,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,trunking-origination-mobile,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,trunking-origination-tollfree,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,trunking-recordings,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,trunking-secure,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,trunking-termination,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,tts-google,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,turnmegabytes,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,turnmegabytes-australia,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,turnmegabytes-brasil,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
Joao,turnmegabytes-germany,0,0,0.000000,StartDate=2026-05-06 EndDate=2026-05-07 UTC (cover_days; soma dias GMT tocados pela janela ~24h — alinhamento tipico a SMS Transactions / Insights Last 24h; totalprice pode diferir do cartao Total Spend),2026-05-07T14:50:27Z
