Conta,Categoria,Janela,Modo,Direcao,List_Mode,Mensagens,Segmentos,Delivered,Failed,Undelivered,Sent,Sending,Delivery_Unknown,Accepted,Queued,Taxa_Entrega_%,Insight_Delivered_Msgs,Insight_Failed_Msgs,Insight_Delivery_Unknown_Msgs,Insight_Undelivered_Msgs,Insight_Sent_Msgs,Insight_Total_Msgs,Api_Pages,Api_Pages_Capped,Agregado_Ate_Utc,Github_Run_Id,Extraido_Em
NS,Recuperação,since_yesterday_utc_2026-07-04,incremental,outbound,sent,1734,3429,3301,2,67,59,0,0,0,0,96.27,1669,2,0,33,30,1734,2,0,2026-07-05T09:56:23Z,28736927135,2026-07-05 09:56 UTC
Naturemove,Standby,since_yesterday_utc_2026-07-04,incremental,outbound,sent,4,4,1,0,3,0,0,0,0,0,25.0,1,0,0,3,0,4,1,0,2026-07-05T09:56:23Z,28736927135,2026-07-05 09:56 UTC
Rafa,Broadcast,since_yesterday_utc_2026-07-04,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-07-05T09:56:23Z,28736927135,2026-07-05 09:56 UTC
Rehableaf,Standby,since_yesterday_utc_2026-07-04,incremental,outbound,sent,26,26,1,22,3,0,0,0,0,0,3.85,1,22,0,3,0,26,1,0,2026-07-05T09:56:23Z,28736927135,2026-07-05 09:56 UTC
Richard,Standby,since_yesterday_utc_2026-07-04,incremental,outbound,sent,92426,92592,80196,6350,3585,2461,0,0,0,0,86.61,80042,6350,0,3577,2457,92426,98,0,2026-07-05T09:56:23Z,28736927135,2026-07-05 09:56 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-07-05,incremental,outbound,sent,21712,21724,13857,7007,423,437,0,0,0,0,63.79,13847,7007,0,423,435,21712,28,0,2026-07-06T11:50:07Z,28789362230,2026-07-06 11:50 UTC
Havenmove,Standby,since_yesterday_utc_2026-07-05,incremental,outbound,sent,9830,9852,8660,437,342,413,0,0,0,0,87.9,8640,437,0,342,411,9830,12,0,2026-07-06T11:50:07Z,28789362230,2026-07-06 11:50 UTC
Joao,Broadcast,since_yesterday_utc_2026-07-05,incremental,outbound,sent,746493,747450,637328,66919,22997,20206,0,0,0,0,85.27,636421,66919,0,22961,20192,746493,818,0,2026-07-06T11:50:07Z,28789362230,2026-07-06 11:50 UTC
NS,Recuperação,since_yesterday_utc_2026-07-05,incremental,outbound,sent,328,622,593,2,17,10,0,0,0,0,95.34,311,2,0,10,5,328,1,0,2026-07-06T11:50:07Z,28789362230,2026-07-06 11:50 UTC
Naturemove,Standby,since_yesterday_utc_2026-07-05,incremental,outbound,sent,12,12,3,0,9,0,0,0,0,0,25.0,3,0,0,9,0,12,1,0,2026-07-06T11:50:07Z,28789362230,2026-07-06 11:50 UTC
Rafa,Broadcast,since_yesterday_utc_2026-07-05,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-07-06T11:50:07Z,28789362230,2026-07-06 11:50 UTC
Rehableaf,Standby,since_yesterday_utc_2026-07-05,incremental,outbound,sent,36,36,3,27,6,0,0,0,0,0,8.33,3,27,0,6,0,36,1,0,2026-07-06T11:50:07Z,28789362230,2026-07-06 11:50 UTC
Richard,Standby,since_yesterday_utc_2026-07-05,incremental,outbound,sent,87205,87399,75345,6029,3400,2625,0,0,0,0,86.21,75173,6029,0,3390,2613,87205,93,0,2026-07-06T11:50:07Z,28789362230,2026-07-06 11:50 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-07-06,incremental,outbound,sent,18422,18441,13698,3898,382,463,0,0,0,0,74.28,13681,3898,0,382,461,18422,22,0,2026-07-07T10:39:50Z,28860030148,2026-07-07 10:39 UTC
Havenmove,Standby,since_yesterday_utc_2026-07-06,incremental,outbound,sent,11104,11124,9505,919,378,322,0,0,0,0,85.45,9489,919,0,376,320,11104,13,0,2026-07-07T10:39:50Z,28860030148,2026-07-07 10:39 UTC
Joao,Broadcast,since_yesterday_utc_2026-07-06,incremental,outbound,sent,694213,695113,562960,94471,22122,15560,0,0,0,0,80.99,562120,94471,0,22081,15541,694213,734,0,2026-07-07T10:39:50Z,28860030148,2026-07-07 10:39 UTC
NS,Recuperação,since_yesterday_utc_2026-07-06,incremental,outbound,sent,900,1766,1688,4,38,36,0,0,0,0,95.58,858,4,0,20,18,900,1,0,2026-07-07T10:39:50Z,28860030148,2026-07-07 10:39 UTC
Naturemove,Standby,since_yesterday_utc_2026-07-06,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-07-07T10:39:50Z,28860030148,2026-07-07 10:39 UTC
Rafa,Broadcast,since_yesterday_utc_2026-07-06,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-07-07T10:39:50Z,28860030148,2026-07-07 10:39 UTC
Rehableaf,Standby,since_yesterday_utc_2026-07-06,incremental,outbound,sent,27,27,0,25,2,0,0,0,0,0,0.0,0,25,0,2,0,27,1,0,2026-07-07T10:39:50Z,28860030148,2026-07-07 10:39 UTC
Richard,Standby,since_yesterday_utc_2026-07-06,incremental,outbound,sent,94787,94970,81395,6751,3608,3216,0,0,0,0,85.71,81220,6751,0,3604,3212,94787,101,0,2026-07-07T10:39:50Z,28860030148,2026-07-07 10:39 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-07-07,incremental,outbound,sent,15313,15323,11702,2799,428,394,0,0,0,0,76.37,11692,2799,0,428,394,15313,18,0,2026-07-08T09:59:03Z,28934092334,2026-07-08 09:59 UTC
Havenmove,Standby,since_yesterday_utc_2026-07-07,incremental,outbound,sent,9629,9663,8257,743,349,314,0,0,0,0,85.45,8225,743,0,347,314,9629,11,0,2026-07-08T09:59:03Z,28934092334,2026-07-08 09:59 UTC
Joao,Broadcast,since_yesterday_utc_2026-07-07,incremental,outbound,sent,741550,742542,632647,66694,25325,17876,0,0,0,0,85.2,631707,66694,0,25289,17860,741550,779,0,2026-07-08T09:59:03Z,28934092334,2026-07-08 09:59 UTC
NS,Recuperação,since_yesterday_utc_2026-07-07,incremental,outbound,sent,9568,19069,18276,45,356,392,0,0,0,0,95.84,9148,45,0,179,196,9568,10,0,2026-07-08T09:59:03Z,28934092334,2026-07-08 09:59 UTC
Naturemove,Standby,since_yesterday_utc_2026-07-07,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-07-08T09:59:03Z,28934092334,2026-07-08 09:59 UTC
Rafa,Broadcast,since_yesterday_utc_2026-07-07,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-07-08T09:59:03Z,28934092334,2026-07-08 09:59 UTC
Rehableaf,Standby,since_yesterday_utc_2026-07-07,incremental,outbound,sent,18,18,0,17,1,0,0,0,0,0,0.0,0,17,0,1,0,18,1,0,2026-07-08T09:59:03Z,28934092334,2026-07-08 09:59 UTC
Richard,Standby,since_yesterday_utc_2026-07-07,incremental,outbound,sent,84962,85141,72745,6480,3324,2592,0,0,0,0,85.44,72576,6480,0,3316,2590,84962,90,0,2026-07-08T09:59:03Z,28934092334,2026-07-08 09:59 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-07-08,incremental,outbound,sent,10973,10995,8924,1170,470,431,0,0,0,0,81.16,8906,1170,0,466,431,10973,13,0,2026-07-09T10:40:10Z,29012346779,2026-07-09 10:40 UTC
Havenmove,Standby,since_yesterday_utc_2026-07-08,incremental,outbound,sent,7941,7959,7102,90,350,417,0,0,0,0,89.23,7086,90,0,350,415,7941,9,0,2026-07-09T10:40:10Z,29012346779,2026-07-09 10:40 UTC
Joao,Broadcast,since_yesterday_utc_2026-07-08,incremental,outbound,sent,625661,626597,552300,32928,22993,18376,0,0,0,0,88.14,551419,32928,0,22962,18352,625661,647,0,2026-07-09T10:40:10Z,29012346779,2026-07-09 10:40 UTC
NS,Recuperação,since_yesterday_utc_2026-07-08,incremental,outbound,sent,6482,12913,12491,25,247,150,0,0,0,0,96.73,6258,25,0,124,75,6482,7,0,2026-07-09T10:40:10Z,29012346779,2026-07-09 10:40 UTC
Naturemove,Standby,since_yesterday_utc_2026-07-08,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-07-09T10:40:10Z,29012346779,2026-07-09 10:40 UTC
Rafa,Broadcast,since_yesterday_utc_2026-07-08,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-07-09T10:40:10Z,29012346779,2026-07-09 10:40 UTC
Rehableaf,Standby,since_yesterday_utc_2026-07-08,incremental,outbound,sent,27,27,0,26,1,0,0,0,0,0,0.0,0,26,0,1,0,27,1,0,2026-07-09T10:40:10Z,29012346779,2026-07-09 10:40 UTC
Richard,Standby,since_yesterday_utc_2026-07-08,incremental,outbound,sent,76060,76219,65719,3990,3366,3144,0,0,0,0,86.22,65578,3990,0,3358,3134,76060,80,0,2026-07-09T10:40:10Z,29012346779,2026-07-09 10:40 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-07-09,incremental,outbound,sent,11232,11256,9309,1019,451,477,0,0,0,0,82.7,9287,1019,0,449,477,11232,13,0,2026-07-10T10:37:53Z,29086926596,2026-07-10 10:37 UTC
Havenmove,Standby,since_yesterday_utc_2026-07-09,incremental,outbound,sent,8504,8532,7692,174,345,321,0,0,0,0,90.15,7664,174,0,345,321,8504,10,0,2026-07-10T10:37:53Z,29086926596,2026-07-10 10:37 UTC
Joao,Broadcast,since_yesterday_utc_2026-07-09,incremental,outbound,sent,448669,449389,398565,20585,16800,13439,0,0,0,0,88.69,397893,20585,0,16766,13425,448669,463,0,2026-07-10T10:37:53Z,29086926596,2026-07-10 10:37 UTC
NS,Recuperação,since_yesterday_utc_2026-07-09,incremental,outbound,sent,2515,5012,4855,7,100,50,0,0,0,0,96.87,2433,7,0,50,25,2515,3,0,2026-07-10T10:37:53Z,29086926596,2026-07-10 10:37 UTC
Naturemove,Standby,since_yesterday_utc_2026-07-09,incremental,outbound,sent,9,9,2,0,7,0,0,0,0,0,22.22,2,0,0,7,0,9,1,0,2026-07-10T10:37:53Z,29086926596,2026-07-10 10:37 UTC
Rafa,Broadcast,since_yesterday_utc_2026-07-09,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-07-10T10:37:53Z,29086926596,2026-07-10 10:37 UTC
Rehableaf,Standby,since_yesterday_utc_2026-07-09,incremental,outbound,sent,24,24,1,19,4,0,0,0,0,0,4.17,1,19,0,4,0,24,1,0,2026-07-10T10:37:53Z,29086926596,2026-07-10 10:37 UTC
Richard,Standby,since_yesterday_utc_2026-07-09,incremental,outbound,sent,81132,81287,70515,4174,3643,2955,0,0,0,0,86.75,70365,4174,0,3641,2952,81132,85,0,2026-07-10T10:37:53Z,29086926596,2026-07-10 10:37 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-07-10,incremental,outbound,sent,14445,14479,11810,1177,588,904,0,0,0,0,81.57,11780,1177,0,586,902,14445,16,0,2026-07-11T09:10:05Z,29147285244,2026-07-11 09:10 UTC
Havenmove,Standby,since_yesterday_utc_2026-07-10,incremental,outbound,sent,11285,11305,9787,243,532,743,0,0,0,0,86.57,9769,243,0,532,741,11285,12,0,2026-07-11T09:10:05Z,29147285244,2026-07-11 09:10 UTC
Joao,Broadcast,since_yesterday_utc_2026-07-10,incremental,outbound,sent,436914,437701,384038,18456,17282,17925,0,0,0,0,87.74,383299,18456,0,17258,17901,436914,448,0,2026-07-11T09:10:05Z,29147285244,2026-07-11 09:10 UTC
NS,Recuperação,since_yesterday_utc_2026-07-10,incremental,outbound,sent,4634,9235,8860,26,138,211,0,0,0,0,95.94,4433,26,0,69,106,4634,5,0,2026-07-11T09:10:05Z,29147285244,2026-07-11 09:10 UTC
Naturemove,Standby,since_yesterday_utc_2026-07-10,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-07-11T09:10:05Z,29147285244,2026-07-11 09:10 UTC
Rafa,Broadcast,since_yesterday_utc_2026-07-10,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-07-11T09:10:05Z,29147285244,2026-07-11 09:10 UTC
Rehableaf,Standby,since_yesterday_utc_2026-07-10,incremental,outbound,sent,18,18,0,17,1,0,0,0,0,0,0.0,0,17,0,1,0,18,1,0,2026-07-11T09:10:05Z,29147285244,2026-07-11 09:10 UTC
Richard,Standby,since_yesterday_utc_2026-07-10,incremental,outbound,sent,123401,123616,104567,5527,5901,7621,0,0,0,0,84.59,104368,5527,0,5891,7615,123401,127,0,2026-07-11T09:10:05Z,29147285244,2026-07-11 09:10 UTC
